#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
M   0.0010   500.0   1.39038559   20.0000   1.13089   1.07027   1249.72     11.20   3.0762724e+00   7.19368e+09   2.05894e+10   6.03319e+11   1.67891e+10
M   0.0010   500.0   1.39038559  6.53e+02   1.12869   1.06807   1216.15      0.00   3.0762900e+00   0.00000e+00   4.40794e+09   0.00000e+00   0.00000e+00

M   0.0010   500.0   1.77173358    0.0100   1.27273   1.17968   6563.86   1071.86   3.0969900e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   1.77173358    0.0101   1.23572   1.16661   3801.72    465.69   3.1066691e+00   2.12714e+16   4.75289e+14   1.79460e+18   5.69496e+16
M   0.0010   500.0   1.77173358    0.0105   1.22368   1.16119   3035.62    296.97   3.1107089e+00   3.48739e+15   4.75186e+14   2.94219e+17   9.33673e+15
M   0.0010   500.0   1.77173358    0.0110   1.21964   1.15923   2796.14    244.15   3.1121844e+00   1.58719e+15   4.75060e+14   1.33906e+17   4.24936e+15
M   0.0010   500.0   1.77173358    0.0120   1.21612   1.15745   2594.44    199.71   3.1135198e+00   7.06015e+14   4.74808e+14   5.95640e+16   1.89020e+15
M   0.0010   500.0   1.77173358    0.0150   1.21267   1.15544   2321.00    151.84   3.1150261e+00   2.31387e+14   4.74046e+14   1.95213e+16   6.19487e+14
M   0.0010   500.0   1.77173358    0.0200   1.21055   1.15417   2160.35    123.70   3.1159790e+00   9.89160e+13   4.72789e+14   8.34520e+15   2.64826e+14
M   0.0010   500.0   1.77173358    0.0300   1.20874   1.15307   2027.07    103.43   3.1168117e+00   4.54572e+13   4.70289e+14   3.83507e+15   1.21702e+14
M   0.0010   500.0   1.77173358    0.0500   1.20725   1.15204   1908.53     87.32   3.1175902e+00   2.04772e+13   4.65302e+14   1.72759e+15   5.48233e+13
M   0.0010   500.0   1.77173358    0.1000   1.20595   1.15105   1782.93     71.92   3.1183350e+00   6.69372e+12   4.53149e+14   5.64725e+14   1.79210e+13
M   0.0010   500.0   1.77173358    0.2000   1.20514   1.15038   1710.78     63.89   3.1188383e+00   2.48108e+12   4.30195e+14   2.09320e+14   6.64253e+12
M   0.0010   500.0   1.77173358    0.5000   1.20446   1.14980   1648.82     57.39   3.1192812e+00   6.01553e+11   3.68613e+14   5.07509e+13   1.61053e+12
M   0.0010   500.0   1.77173358    1.0000   1.20404   1.14943   1608.21     53.35   3.1195590e+00   3.58640e+11   2.83310e+14   3.02572e+13   9.60179e+11
M   0.0010   500.0   1.77173358    2.0000   1.20338   1.14885   1544.77     47.28   3.1199925e+00   3.26128e+11   1.65255e+14   2.75143e+13   8.73137e+11
M   0.0010   500.0   1.77173358    5.0000   1.20180   1.14743   1400.75     34.14   3.1210662e+00   2.25132e+11   3.29515e+13   1.89936e+13   6.02743e+11
M   0.0010   500.0   1.77173358   10.0000   1.20063   1.14637   1282.53     20.88   3.1218759e+00   5.92319e+10   2.31796e+12   4.99719e+12   1.58580e+11
M   0.0010   500.0   1.77173358   20.0000   1.20015   1.14592   1255.48     12.58   3.1222110e+00   1.30463e+10   2.71824e+10   1.10067e+12   3.49286e+10
M   0.0010   500.0   1.77173358  8.22e+02   1.19783   1.14361   1221.72      0.00   3.1222200e+00   0.00000e+00   5.61692e+09   0.00000e+00   0.00000e+00

M   0.0010   500.0   2.25767578    0.0100   1.34343   1.25975   6563.86   1094.74   3.1452200e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   2.25767578    0.0101   1.30969   1.24732   3826.51    482.42   3.1538292e+00   2.60031e+16   6.05649e+14   2.28678e+18   1.52461e+17
M   0.0010   500.0   2.25767578    0.0105   1.29828   1.24203   3044.80    307.01   3.1575189e+00   4.23179e+15   6.05517e+14   3.72154e+17   2.48118e+16
M   0.0010   500.0   2.25767578    0.0110   1.29451   1.24013   2804.43    253.00   3.1588495e+00   1.94484e+15   6.05358e+14   1.71034e+17   1.14029e+16
M   0.0010   500.0   2.25767578    0.0120   1.29116   1.23840   2599.49    206.92   3.1600664e+00   8.65714e+14   6.05036e+14   7.61330e+16   5.07583e+15
M   0.0010   500.0   2.25767578    0.0150   1.28780   1.23634   2350.92    161.31   3.1615130e+00   3.14138e+14   6.04068e+14   2.76260e+16   1.84185e+15
M   0.0010   500.0   2.25767578    0.0200   1.28561   1.23494   2189.71    132.66   3.1624958e+00   1.40200e+14   6.02461e+14   1.23295e+16   8.22018e+14
M   0.0010   500.0   2.25767578    0.0300   1.28368   1.23370   2048.23    109.31   3.1633652e+00   6.10416e+13   5.99259e+14   5.36815e+15   3.57898e+14
M   0.0010   500.0   2.25767578    0.0500   1.28215   1.23265   1913.01     90.23   3.1641054e+00   2.49770e+13   5.92918e+14   2.19654e+15   1.46444e+14
M   0.0010   500.0   2.25767578    0.1000   1.28085   1.23163   1800.75     76.02   3.1648189e+00   9.61943e+12   5.77504e+14   8.45957e+14   5.64005e+13
M   0.0010   500.0   2.25767578    0.2000   1.27993   1.23086   1719.65     66.59   3.1653709e+00   3.45897e+12   5.47915e+14   3.04190e+14   2.02806e+13
M   0.0010   500.0   2.25767578    0.5000   1.27920   1.23023   1651.84     59.18   3.1658117e+00   7.98399e+11   4.69811e+14   7.02131e+13   4.68115e+12
M   0.0010   500.0   2.25767578    1.0000   1.27875   1.22984   1610.63     55.02   3.1660928e+00   4.92901e+11   3.60917e+14   4.33469e+13   2.88997e+12
M   0.0010   500.0   2.25767578    2.0000   1.27807   1.22923   1546.47     48.65   3.1665206e+00   4.06387e+11   2.10420e+14   3.57387e+13   2.38272e+12
M   0.0010   500.0   2.25767578    5.0000   1.27660   1.22790   1399.32     34.80   3.1674616e+00   2.46323e+11   4.19837e+13   2.16622e+13   1.44423e+12
M   0.0010   500.0   2.25767578   10.0000   1.27542   1.22682   1293.85     22.55   3.1682252e+00   9.24933e+10   2.98543e+12   8.13409e+12   5.42305e+11
M   0.0010   500.0   2.25767578   20.0000   1.27504   1.22647   1250.89     10.00   3.1684700e+00   2.22727e+03   2.78630e+10   1.95872e+05   1.30589e+04
M   0.0010   500.0   2.25767578  1.03e+03   1.27243   1.22386   1226.93      0.00   3.1684700e+00   0.00000e+00   7.15750e+09   0.00000e+00   0.00000e+00

M   0.0010   500.0   2.87689978    0.0100   1.41924   1.34495   6563.86   1118.53   3.1936300e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   2.87689978    0.0101   1.38810   1.33270   3838.98    497.08   3.2015792e+00   3.16069e+16   7.71764e+14   2.93096e+18   2.09659e+17
M   0.0010   500.0   2.87689978    0.0105   1.37747   1.32745   3054.02    317.52   3.2050089e+00   5.22384e+15   7.71597e+14   4.84417e+17   3.46515e+16
M   0.0010   500.0   2.87689978    0.0110   1.37387   1.32554   2808.54    261.30   3.2062597e+00   2.38775e+15   7.71393e+14   2.21421e+17   1.58388e+16
M   0.0010   500.0   2.87689978    0.0120   1.37069   1.32380   2600.51    213.62   3.2074078e+00   1.06147e+15   7.70981e+14   9.84322e+16   7.04109e+15
M   0.0010   500.0   2.87689978    0.0150   1.36745   1.32174   2355.08    166.45   3.2087538e+00   3.84567e+14   7.69748e+14   3.56616e+16   2.55096e+15
M   0.0010   500.0   2.87689978    0.0200   1.36536   1.32033   2192.95    137.19   3.2096851e+00   1.73328e+14   7.67703e+14   1.60730e+16   1.14974e+15
M   0.0010   500.0   2.87689978    0.0300   1.36350   1.31909   2043.28    111.59   3.2104970e+00   7.14036e+13   7.63605e+14   6.62139e+15   4.73644e+14
M   0.0010   500.0   2.87689978    0.0500   1.36207   1.31806   1918.57     93.53   3.2111745e+00   3.14131e+13   7.55549e+14   2.91299e+15   2.08373e+14
M   0.0010   500.0   2.87689978    0.1000   1.36078   1.31701   1804.33     78.51   3.2118677e+00   1.19615e+13   7.35812e+14   1.10921e+15   7.93443e+13
M   0.0010   500.0   2.87689978    0.2000   1.35989   1.31625   1720.08     68.42   3.2123682e+00   4.15756e+12   6.98357e+14   3.85538e+14   2.75785e+13
M   0.0010   500.0   2.87689978    0.5000   1.35915   1.31559   1653.70     60.99   3.2127996e+00   1.05739e+12   5.98493e+14   9.80541e+13   7.01404e+12
M   0.0010   500.0   2.87689978    1.0000   1.35875   1.31524   1608.02     56.22   3.2130403e+00   4.84749e+11   4.59581e+14   4.49516e+13   3.21550e+12
M   0.0010   500.0   2.87689978    2.0000   1.35820   1.31474   1544.76     49.75   3.2133626e+00   4.17175e+11   2.69727e+14   3.86854e+13   2.76726e+12
M   0.0010   500.0   2.87689978    5.0000   1.35659   1.31325   1401.34     35.85   3.2143610e+00   3.07106e+11   5.33877e+13   2.84785e+13   2.03714e+12
M   0.0010   500.0   2.87689978   10.0000   1.35548   1.31221   1294.48     22.91   3.2150398e+00   1.05290e+11   3.81627e+12   9.76373e+12   6.98423e+11
M   0.0010   500.0   2.87689978   20.0000   1.35501   1.31176   1258.02     12.22   3.2153417e+00   1.41378e+10   4.00854e+10   1.31102e+12   9.37804e+10
M   0.0010   500.0   2.87689978  1.27e+03   1.35215   1.30891   1231.93      0.00   3.2153700e+00   0.00000e+00   9.12063e+09   0.00000e+00   0.00000e+00

M   0.0010   500.0   3.66596142    0.0100   1.50312   1.43637   6563.86   1142.10   3.2417800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   3.66596142    0.0101   1.47375   1.42371   3876.73    517.74   3.2494693e+00   4.31634e+16   9.83439e+14   4.02267e+18   1.94593e+17
M   0.0010   500.0   3.66596142    0.0105   1.46312   1.41809   3072.56    330.38   3.2528991e+00   7.10448e+15   9.83224e+14   6.62112e+17   3.20291e+16
M   0.0010   500.0   3.66596142    0.0110   1.45955   1.41607   2825.23    272.69   3.2541397e+00   3.28617e+15   9.82967e+14   3.06259e+17   1.48150e+16
M   0.0010   500.0   3.66596142    0.0120   1.45635   1.41420   2612.16    222.95   3.2552865e+00   1.46155e+15   9.82441e+14   1.36211e+17   6.58911e+15
M   0.0010   500.0   3.66596142    0.0150   1.45300   1.41207   2352.00    170.36   3.2565974e+00   4.89407e+14   9.80868e+14   4.56109e+16   2.20639e+15
M   0.0010   500.0   3.66596142    0.0200   1.45099   1.41071   2180.39    138.92   3.2574317e+00   2.10913e+14   9.78262e+14   1.96564e+16   9.50861e+14
M   0.0010   500.0   3.66596142    0.0300   1.44930   1.40955   2036.02    113.56   3.2581498e+00   8.85334e+13   9.73059e+14   8.25099e+15   3.99135e+14
M   0.0010   500.0   3.66596142    0.0500   1.44795   1.40852   1925.20     97.05   3.2587805e+00   4.26428e+13   9.62869e+14   3.97416e+15   1.92247e+14
M   0.0010   500.0   3.66596142    0.1000   1.44661   1.40745   1792.98     79.20   3.2594500e+00   1.37021e+13   9.37763e+14   1.27698e+15   6.17730e+13
M   0.0010   500.0   3.66596142    0.2000   1.44578   1.40673   1718.47     70.05   3.2598882e+00   5.18466e+12   8.89936e+14   4.83192e+14   2.33740e+13
M   0.0010   500.0   3.66596142    0.5000   1.44511   1.40612   1650.86     62.37   3.2602587e+00   1.18927e+12   7.62798e+14   1.10836e+14   5.36160e+12
M   0.0010   500.0   3.66596142    1.0000   1.44471   1.40576   1611.49     58.07   3.2604871e+00   7.54998e+11   5.86331e+14   7.03631e+13   3.40376e+12
M   0.0010   500.0   3.66596142    2.0000   1.44403   1.40514   1548.14     51.47   3.2608693e+00   6.64660e+11   3.42185e+14   6.19439e+13   2.99649e+12
M   0.0010   500.0   3.66596142    5.0000   1.44255   1.40376   1405.46     37.17   3.2617294e+00   4.33926e+11   6.83638e+13   4.04403e+13   1.95627e+12
M   0.0010   500.0   3.66596142   10.0000   1.44133   1.40261   1289.85     22.44   3.2624333e+00   1.05013e+11   4.81641e+12   9.78682e+12   4.73429e+11
M   0.0010   500.0   3.66596142   20.0000   1.44089   1.40221   1262.85     13.83   3.2626906e+00   2.71459e+10   8.88257e+10   2.52990e+12   1.22382e+11
M   0.0010   500.0   3.66596142  1.64e+03   1.43790   1.39921   1236.49      0.00   3.2627100e+00   0.00000e+00   1.16222e+10   0.00000e+00   0.00000e+00

M   0.0010   500.0   4.67144294    0.0100   1.58907   1.53004   6563.86   1167.57   3.2921700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   4.67144294    0.0101   1.56290   1.51860   3889.43    533.57   3.2986794e+00   5.14023e+16   1.25317e+15   5.02953e+18   3.86557e+17
M   0.0010   500.0   4.67144294    0.0105   1.55336   1.51349   3081.89    341.68   3.3016091e+00   8.58933e+15   1.25290e+15   8.40435e+17   6.45938e+16
M   0.0010   500.0   4.67144294    0.0110   1.55007   1.51159   2825.27    280.63   3.3027095e+00   3.89700e+15   1.25257e+15   3.81307e+17   2.93063e+16
M   0.0010   500.0   4.67144294    0.0120   1.54719   1.50988   2611.15    229.66   3.3036918e+00   1.74051e+15   1.25190e+15   1.70302e+17   1.30890e+16
M   0.0010   500.0   4.67144294    0.0150   1.54414   1.50792   2362.38    176.91   3.3048215e+00   6.02625e+14   1.24990e+15   5.89647e+16   4.53188e+15
M   0.0010   500.0   4.67144294    0.0200   1.54229   1.50660   2192.42    145.30   3.3055739e+00   2.67859e+14   1.24657e+15   2.62090e+16   2.01436e+15
M   0.0010   500.0   4.67144294    0.0300   1.54069   1.50545   2052.80    119.42   3.3062378e+00   1.15818e+14   1.24000e+15   1.13323e+16   8.70975e+14
M   0.0010   500.0   4.67144294    0.0500   1.53931   1.50436   1947.42    103.07   3.3068660e+00   5.90555e+13   1.22689e+15   5.77837e+15   4.44111e+14
M   0.0010   500.0   4.67144294    0.1000   1.53797   1.50326   1812.34     84.02   3.3075037e+00   1.99021e+13   1.19483e+15   1.94735e+15   1.49669e+14
M   0.0010   500.0   4.67144294    0.2000   1.53710   1.50249   1723.19     72.65   3.3079426e+00   6.72914e+12   1.13365e+15   6.58422e+14   5.06047e+13
M   0.0010   500.0   4.67144294    0.5000   1.53641   1.50188   1655.18     64.63   3.3083100e+00   1.74369e+12   9.71505e+14   1.70614e+14   1.31129e+13
M   0.0010   500.0   4.67144294    1.0000   1.53598   1.50148   1613.65     59.87   3.3085418e+00   9.87301e+11   7.46773e+14   9.66039e+13   7.42473e+12
M   0.0010   500.0   4.67144294    2.0000   1.53536   1.50090   1548.18     52.91   3.3088691e+00   7.86297e+11   4.35936e+14   7.69363e+13   5.91313e+12
M   0.0010   500.0   4.67144294    5.0000   1.53389   1.49951   1408.84     38.54   3.3096820e+00   5.61056e+11   8.70326e+13   5.48973e+13   4.21927e+12
M   0.0010   500.0   4.67144294   10.0000   1.53267   1.49834   1297.27     23.98   3.3103504e+00   1.54850e+11   6.15647e+12   1.51515e+13   1.16450e+12
M   0.0010   500.0   4.67144294   20.0000   1.53231   1.49801   1260.64     11.68   3.3105455e+00   1.58839e+10   9.10303e+10   1.55418e+12   1.19451e+11
M   0.0010   500.0   4.67144294  1.98e+03   1.52894   1.49464   1240.96      0.00   3.3105600e+00   0.00000e+00   1.48099e+10   0.00000e+00   0.00000e+00

M   0.0010   500.0   5.95270288    0.0100   1.68407   1.63125   6563.86   1192.58   3.3418000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   5.95270288    0.0101   1.65985   1.61990   3940.76    558.83   3.3478594e+00   6.76110e+16   1.59688e+15   6.92018e+18   4.96495e+17
M   0.0010   500.0   5.95270288    0.0105   1.65059   1.61467   3119.55    360.00   3.3506691e+00   1.15751e+16   1.59654e+15   1.18474e+18   8.50006e+16
M   0.0010   500.0   5.95270288    0.0110   1.64736   1.61273   2858.98    296.85   3.3517197e+00   5.33639e+15   1.59612e+15   5.46196e+17   3.91873e+16
M   0.0010   500.0   5.95270288    0.0120   1.64447   1.61094   2636.42    242.87   3.3526798e+00   2.38208e+15   1.59526e+15   2.43813e+17   1.74926e+16
M   0.0010   500.0   5.95270288    0.0150   1.64135   1.60889   2388.93    186.65   3.3537849e+00   8.18055e+14   1.59271e+15   8.37304e+16   6.00732e+15
M   0.0010   500.0   5.95270288    0.0200   1.63947   1.60752   2213.75    153.59   3.3545314e+00   3.67259e+14   1.58847e+15   3.75901e+16   2.69694e+15
M   0.0010   500.0   5.95270288    0.0300   1.63783   1.60631   2067.79    126.03   3.3551810e+00   1.58860e+14   1.58006e+15   1.62598e+16   1.16657e+15
M   0.0010   500.0   5.95270288    0.0500   1.63651   1.60531   1939.51    104.78   3.3557193e+00   6.83649e+13   1.56352e+15   6.99735e+15   5.02032e+14
M   0.0010   500.0   5.95270288    0.1000   1.63525   1.60425   1813.60     86.56   3.3562987e+00   2.46152e+13   1.52233e+15   2.51944e+15   1.80760e+14
M   0.0010   500.0   5.95270288    0.2000   1.63446   1.60355   1725.79     75.03   3.3566727e+00   8.59780e+12   1.44492e+15   8.80010e+14   6.31372e+13
M   0.0010   500.0   5.95270288    0.5000   1.63376   1.60291   1659.02     66.87   3.3570234e+00   2.45852e+12   1.23800e+15   2.51637e+14   1.80539e+13
M   0.0010   500.0   5.95270288    1.0000   1.63329   1.60247   1616.47     61.90   3.3572593e+00   1.42638e+12   9.51783e+14   1.45994e+14   1.04745e+13
M   0.0010   500.0   5.95270288    2.0000   1.63261   1.60183   1551.76     54.76   3.3576025e+00   1.11316e+12   5.55534e+14   1.13935e+14   8.17439e+12
M   0.0010   500.0   5.95270288    5.0000   1.63132   1.60061   1404.00     39.03   3.3582672e+00   5.82442e+11   1.11554e+14   5.96146e+13   4.27711e+12
M   0.0010   500.0   5.95270288   10.0000   1.63025   1.59959   1295.79     24.00   3.3588195e+00   1.64665e+11   7.79704e+12   1.68540e+13   1.20921e+12
M   0.0010   500.0   5.95270288   20.0000   1.62989   1.59924   1266.72     14.46   3.3590083e+00   4.00080e+10   1.87069e+11   4.09493e+12   2.93795e+11
M   0.0010   500.0   5.95270288  2.45e+03   1.62653   1.59588   1245.00      0.00   3.3590300e+00   0.00000e+00   1.88718e+10   0.00000e+00   0.00000e+00

M   0.0010   500.0   7.58538038    0.0100   1.78291   1.73630   6563.86   1219.10   3.3928500e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   7.58538038    0.0101   1.76077   1.72566   3914.98    566.27   3.3981896e+00   7.94065e+16   2.03487e+15   8.35861e+18   5.16309e+17
M   0.0010   500.0   7.58538038    0.0105   1.75237   1.72080   3095.84    363.99   3.4006396e+00   1.34870e+16   2.03443e+15   1.41969e+18   8.76938e+16
M   0.0010   500.0   7.58538038    0.0110   1.74941   1.71897   2833.66    299.19   3.4015596e+00   6.14011e+15   2.03389e+15   6.46331e+17   3.99236e+16
M   0.0010   500.0   7.58538038    0.0120   1.74684   1.71734   2615.72    245.29   3.4023858e+00   2.76355e+15   2.03280e+15   2.90902e+17   1.79689e+16
M   0.0010   500.0   7.58538038    0.0150   1.74401   1.71545   2373.91    188.75   3.4033507e+00   9.53526e+14   2.02955e+15   1.00372e+17   6.19992e+15
M   0.0010   500.0   7.58538038    0.0200   1.74230   1.71415   2203.46    156.09   3.4040011e+00   4.36451e+14   2.02415e+15   4.59424e+16   2.83785e+15
M   0.0010   500.0   7.58538038    0.0300   1.74079   1.71301   2059.29    128.46   3.4045845e+00   1.90734e+14   2.01343e+15   2.00774e+16   1.24017e+15
M   0.0010   500.0   7.58538038    0.0500   1.73951   1.71196   1959.50    110.93   3.4051107e+00   9.80803e+13   1.99237e+15   1.03243e+16   6.37728e+14
M   0.0010   500.0   7.58538038    0.1000   1.73821   1.71085   1830.09     91.36   3.4056767e+00   3.59723e+13   1.94039e+15   3.78658e+15   2.33896e+14
M   0.0010   500.0   7.58538038    0.2000   1.73740   1.71013   1723.21     76.84   3.4060425e+00   1.02500e+13   1.84187e+15   1.07895e+15   6.66465e+13
M   0.0010   500.0   7.58538038    0.5000   1.73672   1.70950   1659.79     68.83   3.4063602e+00   3.09431e+12   1.57864e+15   3.25718e+14   2.01195e+13
M   0.0010   500.0   7.58538038    1.0000   1.73622   1.70903   1617.99     63.88   3.4066026e+00   1.93269e+12   1.21264e+15   2.03442e+14   1.25665e+13
M   0.0010   500.0   7.58538038    2.0000   1.73557   1.70841   1545.57     55.61   3.4069156e+00   1.01849e+12   7.06406e+14   1.07210e+14   6.62230e+12
M   0.0010   500.0   7.58538038    5.0000   1.73446   1.70735   1404.89     40.26   3.4074525e+00   7.52639e+11   1.41163e+14   7.92254e+13   4.89373e+12
M   0.0010   500.0   7.58538038   10.0000   1.73330   1.70622   1302.72     25.83   3.4080296e+00   2.65020e+11   9.87214e+12   2.78970e+13   1.72319e+12
M   0.0010   500.0   7.58538038   20.0000   1.73294   1.70588   1266.59     13.29   3.4082099e+00   3.49098e+10   1.91904e+11   3.67473e+12   2.26987e+11
M   0.0010   500.0   7.58538038  2.99e+03   1.72927   1.70220   1249.02      0.00   3.4082200e+00   0.00000e+00   2.40479e+10   0.00000e+00   0.00000e+00

M   0.0010   500.0   9.66586048    0.0100   1.88972   1.84816   6563.86   1245.51   3.4438800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.0010   500.0   9.66586048    0.0101   1.87014   1.83823   4059.61    616.40   3.4485695e+00   1.18259e+17   2.59299e+15   1.24039e+19   1.74045e+18
M   0.0010   500.0   9.66586048    0.0105   1.86174   1.83319   3186.92    396.78   3.4509494e+00   2.02059e+16   2.59242e+15   2.11935e+18   2.97375e+17
M   0.0010   500.0   9.66586048    0.0110   1.85882   1.83133   2913.45    327.92   3.4518298e+00   9.40468e+15   2.59174e+15   9.86433e+17   1.38411e+17
M   0.0010   500.0   9.66586048    0.0120   1.85619   1.82960   2679.21    268.90   3.4526498e+00   4.23835e+15   2.59035e+15   4.44550e+17   6.23768e+16
